"time"; "type"; "msg per second"; "mean"; "median"; "90% percentile"; "99% percentile"; "max";
22:25:35; 101; 58; 247.32758620689654; 246; 272; 380; 380;
22:25:35; 103; 58; 209.39655172413794; 212; 238; 298; 298;
22:25:35; 109; 14; 250.21428571428572; 248; 268; 314; 314;
22:25:36; 101; 53; 248.11320754716982; 242; 265; 371; 371;
22:25:36; 103; 58; 219.05172413793105; 211; 250; 525; 525;
22:25:36; 109; 1; 262.0; 262; 262; 262; 262;
22:25:37; 111; 4; 213.75; 214; 225; 225; 225;
22:25:37; 101; 57; 248.10526315789474; 243; 277; 305; 305;
22:25:37; 103; 56; 220.89285714285714; 212; 281; 335; 335;
22:25:37; 109; 4; 267.75; 276; 307; 307; 307;
22:25:38; 101; 50; 250.18; 245; 288; 329; 329;
22:25:38; 103; 57; 214.98245614035088; 212; 247; 294; 294;
22:25:39; 111; 1; 230.0; 230; 230; 230; 230;
22:25:39; 101; 65; 249.92307692307693; 245; 278; 313; 313;
22:25:39; 103; 64; 224.078125; 213; 275; 380; 380;
22:25:39; 109; 1; 248.0; 248; 248; 248; 248;
22:25:40; 111; 2; 222.0; 229; 229; 229; 229;
22:25:40; 101; 48; 247.97916666666666; 244; 269; 326; 326;
22:25:40; 103; 47; 233.06382978723406; 213; 328; 493; 493;
22:25:40; 109; 2; 289.0; 318; 318; 318; 318;
22:25:41; 111; 3; 207.33333333333334; 198; 230; 230; 230;
22:25:41; 101; 46; 242.93478260869566; 242; 262; 314; 314;
22:25:41; 103; 54; 211.53703703703704; 211; 230; 305; 305;
22:25:41; 109; 2; 256.0; 264; 264; 264; 264;
22:25:42; 111; 2; 220.5; 224; 224; 224; 224;
22:25:42; 101; 60; 250.71666666666667; 247; 284; 375; 375;
22:25:42; 103; 78; 228.01282051282053; 211; 304; 483; 483;
22:25:42; 129; 1; 251.0; 251; 251; 251; 251;
22:25:42; 109; 2; 281.0; 321; 321; 321; 321;
22:25:43; 111; 4; 239.0; 224; 311; 311; 311;
22:25:43; 101; 58; 245.51724137931035; 245; 265; 308; 308;
22:25:43; 103; 52; 207.96153846153845; 209; 221; 324; 324;
22:25:43; 109; 3; 260.6666666666667; 257; 272; 272; 272;
22:25:44; 111; 17; 265.0; 278; 326; 335; 335;
22:25:44; 101; 72; 250.20833333333334; 244; 281; 374; 374;
22:25:44; 103; 80; 232.9375; 217; 280; 495; 495;
22:25:44; 129; 1; 289.0; 289; 289; 289; 289;
22:25:44; 109; 16; 267.1875; 257; 305; 380; 380;
22:25:45; 111; 4; 252.0; 267; 275; 275; 275;
22:25:45; 101; 73; 249.24657534246575; 243; 275; 344; 344;
22:25:45; 103; 85; 226.68235294117648; 214; 267; 482; 482;
22:25:45; 109; 4; 255.0; 245; 303; 303; 303;
22:25:46; 101; 63; 246.22222222222223; 240; 280; 351; 351;
22:25:46; 103; 65; 234.04615384615386; 212; 283; 535; 535;
22:25:47; 101; 69; 241.9855072463768; 240; 284; 331; 331;
22:25:47; 103; 66; 219.5909090909091; 212; 271; 331; 331;
22:25:47; 109; 1; 244.0; 244; 244; 244; 244;
22:25:48; 111; 1; 207.0; 207; 207; 207; 207;
22:25:48; 101; 54; 243.94444444444446; 241; 260; 537; 537;
22:25:48; 103; 47; 215.63829787234042; 210; 247; 533; 533;
22:25:48; 109; 1; 245.0; 245; 245; 245; 245;
22:25:49; 111; 1; 216.0; 216; 216; 216; 216;
22:25:49; 101; 53; 245.22641509433961; 243; 281; 327; 327;
22:25:49; 103; 53; 219.0943396226415; 211; 263; 331; 331;
22:25:49; 109; 1; 266.0; 266; 266; 266; 266;
22:25:50; 111; 15; 226.66666666666666; 222; 277; 295; 295;
22:25:50; 101; 43; 248.13953488372093; 243; 280; 326; 326;
22:25:50; 103; 42; 220.64285714285714; 215; 262; 280; 280;
22:25:50; 109; 15; 281.2; 274; 351; 400; 400;
22:25:51; 111; 2; 219.0; 221; 221; 221; 221;
22:25:51; 101; 49; 246.55102040816325; 243; 291; 330; 330;
22:25:51; 103; 46; 218.69565217391303; 209; 266; 439; 439;
22:25:51; 109; 2; 241.0; 246; 246; 246; 246;
22:25:52; 101; 53; 243.77358490566039; 243; 276; 309; 309;
22:25:52; 103; 50; 210.26; 211; 243; 255; 255;
22:25:53; 111; 8; 238.375; 231; 282; 282; 282;
22:25:53; 101; 65; 252.83076923076922; 246; 309; 383; 383;
22:25:53; 103; 72; 216.77777777777777; 210; 256; 416; 416;
22:25:53; 129; 1; 305.0; 305; 305; 305; 305;
22:25:53; 109; 9; 289.1111111111111; 289; 373; 373; 373;
22:25:54; 111; 1; 226.0; 226; 226; 226; 226;
22:25:54; 101; 53; 246.52830188679246; 241; 262; 314; 314;
22:25:54; 103; 54; 212.92592592592592; 214; 250; 288; 288;
22:25:54; 109; 1; 235.0; 235; 235; 235; 235;
22:25:55; 101; 59; 251.28813559322035; 243; 293; 388; 388;
22:25:55; 103; 70; 219.92857142857142; 213; 277; 395; 395;
22:25:56; 111; 2; 212.0; 220; 220; 220; 220;
22:25:56; 101; 59; 242.42372881355934; 242; 258; 321; 321;
22:25:56; 103; 56; 217.71428571428572; 211; 253; 311; 311;
22:25:56; 109; 2; 267.5; 297; 297; 297; 297;
22:25:57; 101; 53; 242.9811320754717; 242; 258; 322; 322;
22:25:57; 103; 55; 207.8; 210; 225; 277; 277;
22:25:58; 101; 66; 243.92424242424244; 241; 270; 339; 339;
22:25:58; 103; 57; 222.33333333333334; 211; 260; 344; 344;
22:25:59; 111; 2; 224.5; 234; 234; 234; 234;
22:25:59; 101; 50; 243.84; 240; 271; 349; 349;
22:25:59; 103; 48; 209.85416666666666; 209; 228; 287; 287;
22:26:00; 101; 41; 242.65853658536585; 243; 265; 291; 291;
22:26:00; 103; 41; 211.85365853658536; 211; 243; 317; 317;
22:26:01; 101; 42; 238.4047619047619; 244; 262; 295; 295;
22:26:01; 103; 39; 216.7948717948718; 210; 235; 416; 416;
22:26:01; 109; 1; 276.0; 276; 276; 276; 276;
22:26:02; 111; 1; 222.0; 222; 222; 222; 222;
22:26:02; 101; 62; 246.3548387096774; 244; 272; 331; 331;
22:26:02; 103; 67; 217.32835820895522; 213; 238; 381; 381;
22:26:02; 129; 1; 302.0; 302; 302; 302; 302;
22:26:02; 109; 2; 257.5; 263; 263; 263; 263;
22:26:03; 111; 4; 221.25; 232; 234; 234; 234;
22:26:03; 101; 55; 242.6909090909091; 244; 261; 307; 307;
22:26:03; 103; 52; 216.07692307692307; 211; 255; 385; 385;
22:26:03; 109; 3; 248.66666666666666; 252; 255; 255; 255;
22:26:04; 111; 3; 230.33333333333334; 228; 245; 245; 245;
22:26:04; 101; 38; 243.6315789473684; 241; 269; 327; 327;
22:26:04; 103; 41; 221.41463414634146; 215; 273; 368; 368;
22:26:04; 109; 3; 240.66666666666666; 238; 248; 248; 248;
22:26:05; 111; 30; 231.6; 222; 297; 305; 305;
22:26:05; 101; 46; 251.06521739130434; 247; 277; 329; 329;
22:26:05; 103; 45; 218.44444444444446; 212; 246; 330; 330;
22:26:05; 109; 19; 262.3157894736842; 260; 303; 307; 307;
22:26:06; 111; 2; 245.0; 277; 277; 277; 277;
22:26:06; 101; 44; 247.20454545454547; 241; 278; 324; 324;
22:26:06; 103; 50; 210.7; 212; 229; 264; 264;
22:26:06; 109; 1; 275.0; 275; 275; 275; 275;
22:26:07; 101; 55; 247.0; 245; 271; 327; 327;
22:26:07; 103; 50; 231.06; 214; 290; 532; 532;
22:26:08; 101; 54; 248.53703703703704; 246; 275; 368; 368;
22:26:08; 103; 57; 216.71929824561403; 210; 230; 538; 538;
22:26:08; 109; 2; 275.5; 292; 292; 292; 292;
22:26:09; 111; 1; 216.0; 216; 216; 216; 216;
22:26:09; 101; 64; 246.953125; 240; 266; 506; 506;
22:26:09; 103; 60; 210.93333333333334; 209; 251; 344; 344;
22:26:09; 109; 3; 262.0; 254; 293; 293; 293;
22:26:10; 111; 3; 246.66666666666666; 225; 313; 313; 313;
22:26:10; 101; 40; 245.35; 242; 267; 324; 324;
22:26:10; 103; 36; 208.83333333333334; 210; 223; 272; 272;
22:26:10; 109; 3; 292.0; 254; 379; 379; 379;
22:26:11; 101; 40; 259.275; 248; 305; 444; 444;
22:26:11; 103; 46; 227.2608695652174; 212; 283; 495; 495;
22:26:12; 111; 2; 248.0; 275; 275; 275; 275;
22:26:12; 101; 54; 248.03703703703704; 244; 279; 321; 321;
22:26:12; 103; 60; 217.31666666666666; 210; 248; 536; 536;
22:26:12; 109; 3; 238.66666666666666; 231; 258; 258; 258;
22:26:13; 111; 1; 222.0; 222; 222; 222; 222;
22:26:13; 101; 59; 246.67796610169492; 244; 280; 371; 371;
22:26:13; 103; 57; 213.7017543859649; 211; 258; 300; 300;
22:26:13; 109; 1; 236.0; 236; 236; 236; 236;
22:26:14; 111; 3; 255.66666666666666; 259; 276; 276; 276;
22:26:14; 101; 60; 242.61666666666667; 238; 283; 345; 345;
22:26:14; 103; 51; 219.31372549019608; 210; 266; 329; 329;
22:26:14; 109; 4; 255.75; 280; 284; 284; 284;
22:26:15; 111; 2; 266.0; 283; 283; 283; 283;
22:26:15; 101; 76; 241.18421052631578; 239; 266; 316; 316;
22:26:15; 103; 84; 218.22619047619048; 212; 253; 288; 288;
22:26:15; 109; 2; 258.0; 259; 259; 259; 259;
22:26:16; 111; 3; 256.6666666666667; 251; 270; 270; 270;
22:26:16; 101; 65; 245.03076923076924; 242; 270; 341; 341;
22:26:16; 103; 69; 219.40579710144928; 210; 260; 396; 396;
22:26:16; 129; 1; 261.0; 261; 261; 261; 261;
22:26:16; 109; 3; 254.66666666666666; 238; 288; 288; 288;
22:26:17; 111; 4; 241.75; 226; 300; 300; 300;
22:26:17; 101; 54; 241.9814814814815; 240; 266; 311; 311;
22:26:17; 103; 57; 225.35087719298247; 210; 263; 513; 513;
22:26:17; 109; 4; 287.75; 300; 348; 348; 348;
22:26:18; 101; 45; 244.35555555555555; 243; 261; 332; 332;
22:26:18; 103; 39; 222.30769230769232; 215; 250; 403; 403;
22:26:18; 109; 1; 284.0; 284; 284; 284; 284;
22:26:19; 111; 4; 249.5; 272; 295; 295; 295;
22:26:19; 101; 73; 251.8904109589041; 243; 298; 378; 378;
22:26:19; 103; 80; 228.0875; 216; 276; 360; 360;
22:26:19; 109; 4; 244.75; 242; 259; 259; 259;
22:26:20; 111; 16; 243.125; 224; 275; 454; 454;
22:26:20; 101; 60; 244.03333333333333; 242; 273; 329; 329;
22:26:20; 103; 52; 228.59615384615384; 215; 255; 741; 741;
22:26:20; 109; 4; 267.5; 258; 311; 311; 311;
22:26:21; 111; 1; 229.0; 229; 229; 229; 229;
22:26:21; 101; 44; 242.5909090909091; 239; 289; 318; 318;
22:26:21; 103; 42; 211.4047619047619; 210; 242; 277; 277;
22:26:21; 109; 15; 269.2; 254; 312; 329; 329;
22:26:22; 111; 3; 220.33333333333334; 217; 228; 228; 228;
22:26:22; 101; 52; 248.80769230769232; 241; 269; 456; 456;
22:26:22; 103; 51; 246.11764705882354; 210; 271; 773; 773;
22:26:22; 109; 2; 240.0; 242; 242; 242; 242;
22:26:23; 111; 1; 213.0; 213; 213; 213; 213;
22:26:23; 101; 47; 237.4468085106383; 237; 256; 328; 328;
22:26:23; 103; 40; 209.625; 211; 219; 264; 264;
22:26:23; 109; 2; 258.5; 270; 270; 270; 270;
22:26:24; 101; 39; 238.17948717948718; 239; 262; 299; 299;
22:26:24; 103; 60; 213.53333333333333; 210; 238; 309; 309;
22:26:25; 101; 38; 246.92105263157896; 239; 265; 532; 532;
22:26:25; 103; 34; 209.08823529411765; 210; 227; 265; 265;
22:26:25; 109; 1; 251.0; 251; 251; 251; 251;
22:26:26; 101; 63; 242.74603174603175; 242; 267; 316; 316;
22:26:26; 103; 68; 205.69117647058823; 208; 224; 273; 273;
22:26:27; 111; 3; 232.66666666666666; 224; 277; 277; 277;
22:26:27; 101; 62; 248.59677419354838; 244; 284; 308; 308;
22:26:27; 103; 52; 219.69230769230768; 214; 249; 278; 278;
22:26:27; 109; 4; 246.25; 252; 252; 252; 252;
22:26:28; 111; 4; 217.5; 226; 226; 226; 226;
22:26:28; 101; 61; 247.0983606557377; 242; 263; 465; 465;
22:26:28; 103; 58; 216.68965517241378; 212; 252; 287; 287;
22:26:28; 109; 4; 261.5; 270; 271; 271; 271;
22:26:29; 111; 1; 199.0; 199; 199; 199; 199;
22:26:29; 101; 68; 244.85294117647058; 241; 272; 306; 306;
22:26:29; 103; 72; 221.56944444444446; 213; 262; 328; 328;
22:26:29; 109; 1; 257.0; 257; 257; 257; 257;
22:26:30; 111; 1; 246.0; 246; 246; 246; 246;
22:26:30; 101; 97; 244.89690721649484; 244; 275; 339; 339;
22:26:30; 103; 86; 226.65116279069767; 213; 266; 617; 617;
22:26:31; 101; 52; 242.84615384615384; 242; 267; 329; 329;
22:26:31; 103; 49; 209.9591836734694; 210; 220; 265; 265;
22:26:31; 109; 2; 253.5; 256; 256; 256; 256;
22:26:32; 111; 1; 277.0; 277; 277; 277; 277;
22:26:32; 101; 42; 242.4047619047619; 240; 267; 302; 302;
22:26:32; 103; 40; 209.5; 209; 244; 278; 278;
22:26:32; 109; 2; 261.5; 273; 273; 273; 273;
22:26:33; 111; 1; 215.0; 215; 215; 215; 215;
22:26:33; 101; 58; 246.08620689655172; 244; 288; 305; 305;
22:26:33; 103; 54; 210.8148148148148; 210; 248; 320; 320;
22:26:33; 109; 2; 251.0; 267; 267; 267; 267;
22:26:34; 111; 2; 221.0; 223; 223; 223; 223;
22:26:34; 101; 68; 246.69117647058823; 242; 283; 342; 342;
22:26:34; 103; 70; 222.62857142857143; 210; 259; 510; 510;
22:26:34; 109; 2; 321.5; 332; 332; 332; 332;
22:26:35; 101; 50; 244.76; 242; 261; 335; 335;
22:26:35; 103; 57; 221.82456140350877; 212; 259; 488; 488;
22:26:36; 111; 15; 195.6; 183; 240; 261; 261;
22:26:36; 101; 49; 237.6326530612245; 235; 258; 285; 285;
22:26:36; 103; 42; 217.26190476190476; 213; 227; 476; 476;
22:26:36; 109; 15; 292.6666666666667; 294; 365; 372; 372;
22:26:37; 111; 1; 223.0; 223; 223; 223; 223;
22:26:37; 101; 47; 239.68085106382978; 241; 256; 300; 300;
22:26:37; 103; 48; 212.85416666666666; 210; 238; 297; 297;
22:26:37; 109; 1; 278.0; 278; 278; 278; 278;
22:26:38; 111; 1; 224.0; 224; 224; 224; 224;
22:26:38; 101; 40; 239.8; 242; 263; 294; 294;
22:26:38; 103; 43; 215.95348837209303; 212; 249; 323; 323;
22:26:39; 101; 51; 239.09803921568627; 236; 259; 322; 322;
22:26:39; 103; 52; 212.40384615384616; 211; 227; 283; 283;
22:26:39; 109; 1; 279.0; 279; 279; 279; 279;
22:26:40; 111; 1; 223.0; 223; 223; 223; 223;
22:26:40; 101; 41; 244.1951219512195; 239; 269; 330; 330;
22:26:40; 103; 37; 219.3783783783784; 211; 249; 489; 489;
22:26:40; 109; 2; 248.5; 263; 263; 263; 263;
22:26:41; 101; 48; 241.0625; 241; 257; 336; 336;
22:26:41; 103; 50; 211.02; 211; 229; 258; 258;
22:26:42; 111; 1; 211.0; 211; 211; 211; 211;
22:26:42; 101; 51; 247.23529411764707; 242; 276; 322; 322;
22:26:42; 103; 48; 215.89583333333334; 212; 241; 395; 395;
22:26:42; 109; 1; 249.0; 249; 249; 249; 249;
22:26:43; 111; 1; 233.0; 233; 233; 233; 233;
22:26:43; 101; 42; 246.54761904761904; 247; 262; 303; 303;
22:26:43; 103; 40; 212.0; 209; 264; 312; 312;
22:26:43; 109; 1; 242.0; 242; 242; 242; 242;
22:26:44; 111; 1; 221.0; 221; 221; 221; 221;
22:26:44; 101; 43; 243.90697674418604; 243; 257; 311; 311;
22:26:44; 103; 42; 213.47619047619048; 214; 240; 276; 276;
22:26:44; 109; 1; 258.0; 258; 258; 258; 258;
22:26:45; 111; 1; 218.0; 218; 218; 218; 218;
22:26:45; 101; 45; 245.9777777777778; 245; 266; 349; 349;
22:26:45; 103; 40; 212.675; 209; 253; 330; 330;
22:26:45; 109; 1; 241.0; 241; 241; 241; 241;
22:26:46; 101; 34; 244.6764705882353; 245; 262; 303; 303;
22:26:46; 103; 37; 209.32432432432432; 209; 225; 267; 267;
22:26:46; 109; 1; 243.0; 243; 243; 243; 243;
22:26:47; 111; 2; 214.5; 223; 223; 223; 223;
22:26:47; 101; 34; 250.55882352941177; 248; 262; 341; 341;
22:26:47; 103; 38; 229.18421052631578; 212; 287; 473; 473;
22:26:47; 109; 2; 260.0; 275; 275; 275; 275;
22:26:48; 101; 44; 243.54545454545453; 241; 272; 316; 316;
22:26:48; 103; 41; 211.21951219512195; 211; 244; 278; 278;
22:26:49; 111; 3; 224.66666666666666; 222; 237; 237; 237;
22:26:49; 101; 35; 245.17142857142858; 246; 259; 319; 319;
22:26:49; 103; 40; 213.125; 210; 231; 326; 326;
22:26:49; 109; 4; 251.75; 253; 263; 263; 263;
22:26:50; 111; 1; 282.0; 282; 282; 282; 282;
22:26:50; 101; 47; 243.06382978723406; 241; 268; 304; 304;
22:26:50; 103; 41; 210.9268292682927; 212; 222; 274; 274;
22:26:50; 109; 1; 239.0; 239; 239; 239; 239;
22:26:51; 111; 16; 230.0; 230; 258; 289; 289;
22:26:51; 101; 38; 244.1315789473684; 241; 263; 321; 321;
22:26:51; 103; 42; 210.16666666666666; 211; 221; 292; 292;
22:26:51; 109; 16; 288.3125; 296; 376; 387; 387;
22:26:52; 111; 1; 227.0; 227; 227; 227; 227;
22:26:52; 101; 33; 242.6969696969697; 241; 259; 296; 296;
22:26:52; 103; 30; 213.13333333333333; 214; 237; 257; 257;
22:26:52; 109; 1; 245.0; 245; 245; 245; 245;
22:26:53; 101; 54; 242.83333333333334; 242; 266; 328; 328;
22:26:53; 103; 51; 217.58823529411765; 210; 261; 317; 317;
22:26:53; 129; 1; 262.0; 262; 262; 262; 262;
22:26:53; 109; 2; 251.0; 256; 256; 256; 256;
22:26:54; 111; 3; 265.0; 255; 342; 342; 342;
22:26:54; 101; 49; 244.48979591836735; 244; 269; 322; 322;
22:26:54; 103; 45; 211.82222222222222; 210; 234; 330; 330;
22:26:54; 109; 2; 276.5; 298; 298; 298; 298;
22:26:39; 101; 1; 247.0; 247; 247; 247; 247;
22:26:55; 101; 50; 234.04; 237; 258; 304; 304;
22:26:55; 103; 48; 213.66666666666666; 210; 225; 521; 521;
22:26:56; 111; 1; 214.0; 214; 214; 214; 214;
22:26:56; 101; 57; 241.10526315789474; 242; 258; 300; 300;
22:26:56; 103; 59; 215.83050847457628; 213; 246; 332; 332;
22:26:56; 109; 1; 258.0; 258; 258; 258; 258;
22:26:57; 111; 2; 241.5; 282; 282; 282; 282;
22:26:57; 101; 43; 237.8139534883721; 239; 261; 289; 289;
22:26:57; 103; 48; 222.10416666666666; 215; 254; 389; 389;
22:26:57; 109; 3; 275.3333333333333; 270; 305; 305; 305;
22:26:58; 111; 4; 324.75; 277; 570; 570; 570;
22:26:58; 101; 57; 250.05263157894737; 244; 297; 366; 366;
22:26:58; 103; 62; 216.56451612903226; 210; 262; 307; 307;
22:26:58; 129; 1; 325.0; 325; 325; 325; 325;
22:26:58; 109; 4; 287.0; 306; 321; 321; 321;
22:26:59; 111; 37; 235.56756756756758; 213; 290; 452; 452;
22:26:59; 101; 87; 251.3793103448276; 244; 294; 576; 576;
22:26:59; 103; 140; 223.92142857142858; 211; 272; 464; 524;
22:26:59; 129; 2; 255.5; 265; 265; 265; 265;
22:26:59; 109; 22; 258.1818181818182; 251; 302; 313; 313;
22:27:00; 111; 6; 274.1666666666667; 260; 379; 379; 379;
22:27:00; 101; 82; 253.97560975609755; 246; 292; 381; 381;
22:27:00; 103; 87; 216.17241379310346; 208; 266; 390; 390;
22:27:00; 129; 5; 263.6; 256; 310; 310; 310;
22:27:00; 109; 20; 273.65; 260; 329; 400; 400;
22:27:01; 111; 5; 273.2; 264; 373; 373; 373;
22:27:01; 101; 70; 249.18571428571428; 243; 297; 344; 344;
22:27:01; 103; 89; 208.67415730337078; 209; 243; 287; 287;
22:27:01; 129; 3; 286.0; 257; 346; 346; 346;
22:27:01; 109; 4; 250.5; 248; 273; 273; 273;
22:27:02; 111; 1; 217.0; 217; 217; 217; 217;
22:27:02; 101; 45; 243.24444444444444; 243; 267; 329; 329;
22:27:02; 103; 48; 213.85416666666666; 211; 237; 262; 262;
22:27:02; 109; 1; 239.0; 239; 239; 239; 239;
22:27:03; 111; 2; 248.0; 289; 289; 289; 289;
22:27:03; 101; 90; 253.87777777777777; 250; 289; 362; 362;
22:27:03; 103; 120; 232.975; 214; 282; 490; 558;
22:27:03; 129; 5; 251.2; 244; 269; 269; 269;
22:27:03; 109; 2; 244.0; 254; 254; 254; 254;
22:27:04; 101; 82; 244.9878048780488; 241; 276; 335; 335;
22:27:04; 103; 81; 224.6172839506173; 211; 270; 569; 569;
22:27:04; 129; 2; 241.5; 242; 242; 242; 242;
22:27:05; 111; 1; 217.0; 217; 217; 217; 217;
22:27:05; 101; 66; 250.27272727272728; 249; 277; 345; 345;
22:27:05; 103; 82; 218.15853658536585; 209; 250; 656; 656;
22:27:05; 129; 2; 267.5; 282; 282; 282; 282;
22:27:05; 109; 1; 263.0; 263; 263; 263; 263;
22:27:06; 111; 3; 232.33333333333334; 222; 277; 277; 277;
22:27:06; 101; 66; 248.74242424242425; 245; 277; 322; 322;
22:27:06; 103; 67; 219.92537313432837; 213; 262; 439; 439;
22:27:06; 109; 2; 244.5; 251; 251; 251; 251;
22:27:07; 111; 7; 227.71428571428572; 216; 293; 293; 293;
22:27:07; 101; 103; 248.07766990291262; 244; 282; 319; 326;
22:27:07; 103; 95; 220.23157894736843; 211; 267; 494; 494;
22:27:07; 129; 2; 258.0; 261; 261; 261; 261;
22:27:07; 109; 7; 264.2857142857143; 254; 329; 329; 329;
22:27:08; 111; 4; 207.75; 201; 230; 230; 230;
22:27:08; 101; 67; 245.7462686567164; 243; 272; 333; 333;
22:27:08; 103; 75; 215.72; 208; 242; 465; 465;
22:27:08; 129; 1; 260.0; 260; 260; 260; 260;
22:27:08; 109; 4; 242.5; 243; 245; 245; 245;
22:27:09; 101; 53; 250.73584905660377; 245; 279; 377; 377;
22:27:09; 103; 53; 214.35849056603774; 210; 243; 322; 322;
22:27:10; 111; 1; 291.0; 291; 291; 291; 291;
22:27:10; 101; 66; 241.42424242424244; 243; 263; 318; 318;
22:27:10; 103; 72; 212.59722222222223; 209; 248; 337; 337;
22:27:10; 129; 1; 263.0; 263; 263; 263; 263;
22:27:10; 109; 1; 302.0; 302; 302; 302; 302;
22:27:11; 101; 102; 244.94117647058823; 243; 276; 296; 341;
22:27:11; 103; 99; 215.40404040404042; 209; 267; 502; 502;
22:27:11; 129; 4; 252.0; 254; 259; 259; 259;
22:27:11; 109; 1; 262.0; 262; 262; 262; 262;
22:27:12; 101; 66; 244.3181818181818; 239; 278; 335; 335;
22:27:12; 103; 64; 225.953125; 212; 262; 484; 484;
22:27:12; 129; 2; 249.5; 254; 254; 254; 254;
22:27:13; 111; 1; 200.0; 200; 200; 200; 200;
22:27:13; 101; 65; 239.58461538461538; 238; 264; 277; 277;
22:27:13; 103; 63; 216.79365079365078; 211; 250; 520; 520;
22:27:13; 129; 2; 267.0; 272; 272; 272; 272;
22:27:13; 109; 2; 260.5; 272; 272; 272; 272;
22:27:14; 111; 2; 212.5; 216; 216; 216; 216;
22:27:14; 101; 58; 240.22413793103448; 240; 260; 283; 283;
22:27:14; 103; 57; 215.2280701754386; 213; 246; 323; 323;
22:27:14; 109; 3; 245.0; 245; 259; 259; 259;
22:27:15; 111; 14; 241.78571428571428; 246; 275; 306; 306;
22:27:15; 101; 79; 252.21518987341773; 247; 279; 490; 490;
22:27:15; 103; 80; 218.2375; 211; 266; 325; 325;
22:27:15; 129; 2; 266.5; 299; 299; 299; 299;
22:27:15; 109; 14; 270.5; 273; 304; 324; 324;
22:27:16; 111; 1; 225.0; 225; 225; 225; 225;
22:27:16; 101; 56; 249.35714285714286; 244; 274; 348; 348;
22:27:16; 103; 52; 218.3846153846154; 214; 249; 386; 386;
22:27:16; 109; 2; 276.5; 293; 293; 293; 293;
22:27:17; 111; 1; 311.0; 311; 311; 311; 311;
22:27:17; 101; 71; 245.81690140845072; 239; 273; 387; 387;
22:27:17; 103; 72; 218.72222222222223; 211; 268; 511; 511;
22:27:17; 129; 2; 249.0; 263; 263; 263; 263;
22:27:17; 109; 1; 240.0; 240; 240; 240; 240;
22:27:18; 111; 2; 255.0; 292; 292; 292; 292;
22:27:18; 101; 84; 248.3452380952381; 245; 268; 343; 343;
22:27:18; 103; 93; 218.65591397849462; 212; 264; 344; 344;
22:27:18; 129; 1; 262.0; 262; 262; 262; 262;
22:27:18; 109; 1; 233.0; 233; 233; 233; 233;
22:27:19; 111; 1; 216.0; 216; 216; 216; 216;
22:27:19; 101; 63; 243.15873015873015; 241; 271; 325; 325;
22:27:19; 103; 66; 218.63636363636363; 213; 261; 327; 327;
22:27:19; 129; 2; 252.0; 263; 263; 263; 263;
22:27:19; 109; 1; 299.0; 299; 299; 299; 299;
22:27:20; 111; 3; 220.0; 219; 226; 226; 226;
22:27:20; 101; 87; 246.22988505747125; 241; 271; 352; 352;
22:27:20; 103; 73; 215.58904109589042; 207; 257; 421; 421;
22:27:20; 129; 5; 251.8; 255; 258; 258; 258;
22:27:20; 109; 1; 266.0; 266; 266; 266; 266;
22:27:21; 111; 2; 246.5; 268; 268; 268; 268;
22:27:21; 101; 63; 247.6984126984127; 241; 286; 323; 323;
22:27:21; 103; 74; 218.67567567567568; 213; 252; 283; 283;
22:27:21; 129; 3; 252.33333333333334; 244; 277; 277; 277;
22:27:21; 109; 3; 278.0; 267; 314; 314; 314;
22:27:22; 101; 73; 253.7123287671233; 246; 296; 361; 361;
22:27:22; 103; 75; 223.49333333333334; 212; 264; 374; 374;
22:27:22; 129; 2; 252.0; 259; 259; 259; 259;
22:27:22; 109; 1; 286.0; 286; 286; 286; 286;
22:27:23; 101; 64; 252.265625; 249; 298; 332; 332;
22:27:23; 103; 62; 206.3709677419355; 209; 227; 258; 258;
22:27:23; 129; 2; 257.5; 267; 267; 267; 267;
22:27:24; 111; 1; 216.0; 216; 216; 216; 216;
22:27:24; 101; 44; 242.88636363636363; 242; 267; 313; 313;
22:27:24; 103; 41; 212.2439024390244; 206; 233; 485; 485;
22:27:24; 109; 1; 255.0; 255; 255; 255; 255;
22:27:25; 111; 1; 200.0; 200; 200; 200; 200;
22:27:25; 101; 60; 250.3; 243; 275; 361; 361;
22:27:25; 103; 63; 227.04761904761904; 212; 264; 615; 615;
22:27:25; 129; 2; 290.5; 334; 334; 334; 334;
22:27:25; 109; 1; 242.0; 242; 242; 242; 242;
22:27:26; 111; 1; 256.0; 256; 256; 256; 256;
22:27:26; 101; 50; 244.96; 244; 269; 292; 292;
22:27:26; 103; 45; 212.77777777777777; 212; 245; 275; 275;
22:27:26; 109; 1; 279.0; 279; 279; 279; 279;
22:27:27; 101; 54; 239.57407407407408; 237; 255; 328; 328;
22:27:27; 103; 50; 216.14; 211; 248; 331; 331;
22:27:27; 109; 1; 256.0; 256; 256; 256; 256;
22:27:28; 111; 1; 230.0; 230; 230; 230; 230;
22:27:28; 101; 70; 245.45714285714286; 243; 274; 307; 307;
22:27:28; 103; 69; 213.56521739130434; 208; 262; 377; 377;
22:27:28; 129; 1; 240.0; 240; 240; 240; 240;
22:27:28; 109; 1; 262.0; 262; 262; 262; 262;
22:27:29; 111; 4; 230.5; 223; 289; 289; 289;
22:27:29; 101; 76; 252.02631578947367; 245; 285; 359; 359;
22:27:29; 103; 79; 216.46835443037975; 209; 259; 453; 453;
