"time"; "type"; "msg per second"; "mean"; "median"; "90% percentile"; "99% percentile"; "max";
22:15:16; 101; 99; 252.44444444444446; 249; 291; 322; 322;
22:15:16; 103; 123; 217.65853658536585; 209; 259; 328; 507;
22:15:17; 111; 1; 303.0; 303; 303; 303; 303;
22:15:17; 101; 55; 241.3272727272727; 241; 264; 290; 290;
22:15:17; 103; 46; 220.2608695652174; 212; 278; 298; 298;
22:15:17; 109; 1; 245.0; 245; 245; 245; 245;
22:15:18; 101; 44; 247.54545454545453; 244; 293; 321; 321;
22:15:18; 103; 43; 210.02325581395348; 210; 234; 286; 286;
22:15:19; 111; 5; 240.6; 213; 359; 359; 359;
22:15:19; 101; 62; 247.3709677419355; 248; 272; 310; 310;
22:15:19; 103; 63; 224.46031746031747; 213; 271; 424; 424;
22:15:19; 129; 1; 292.0; 292; 292; 292; 292;
22:15:19; 109; 6; 255.83333333333334; 259; 266; 266; 266;
22:15:20; 111; 3; 234.66666666666666; 232; 250; 250; 250;
22:15:20; 101; 52; 243.15384615384616; 244; 262; 302; 302;
22:15:20; 103; 51; 213.50980392156862; 212; 245; 332; 332;
22:15:20; 109; 3; 279.0; 288; 317; 317; 317;
22:15:21; 111; 5; 223.4; 230; 261; 261; 261;
22:15:21; 101; 53; 241.79245283018867; 239; 275; 298; 298;
22:15:21; 103; 74; 214.44594594594594; 211; 245; 339; 339;
22:15:21; 109; 2; 263.0; 265; 265; 265; 265;
22:15:22; 111; 4; 255.0; 257; 276; 276; 276;
22:15:22; 101; 54; 257.44444444444446; 249; 272; 741; 741;
22:15:22; 103; 49; 265.61224489795916; 215; 279; 1441; 1441;
22:15:22; 109; 4; 260.25; 269; 295; 295; 295;
22:15:23; 111; 2; 222.0; 239; 239; 239; 239;
22:15:23; 101; 48; 241.0625; 242; 264; 300; 300;
22:15:23; 103; 47; 216.38297872340425; 211; 237; 478; 478;
22:15:23; 109; 3; 254.0; 251; 268; 268; 268;
22:15:24; 111; 1; 213.0; 213; 213; 213; 213;
22:15:24; 101; 44; 240.70454545454547; 242; 262; 303; 303;
22:15:24; 103; 41; 218.65853658536585; 211; 245; 378; 378;
22:15:25; 101; 50; 243.5; 245; 274; 303; 303;
22:15:25; 103; 48; 212.45833333333334; 209; 245; 417; 417;
22:15:26; 111; 1; 223.0; 223; 223; 223; 223;
22:15:26; 101; 46; 248.3695652173913; 246; 279; 327; 327;
22:15:26; 103; 42; 205.5; 206; 222; 314; 314;
22:15:26; 109; 1; 266.0; 266; 266; 266; 266;
22:15:27; 111; 2; 221.5; 227; 227; 227; 227;
22:15:27; 101; 54; 242.85185185185185; 242; 266; 317; 317;
22:15:27; 103; 50; 224.66; 212; 262; 517; 517;
22:15:27; 109; 3; 302.0; 277; 359; 359; 359;
22:15:28; 111; 4; 266.25; 230; 383; 383; 383;
22:15:28; 101; 71; 242.57746478873239; 242; 262; 323; 323;
22:15:28; 103; 84; 215.17857142857142; 210; 245; 372; 372;
22:15:28; 109; 2; 270.0; 302; 302; 302; 302;
22:15:29; 111; 18; 223.72222222222223; 221; 265; 291; 291;
22:15:29; 101; 66; 249.3939393939394; 249; 291; 310; 310;
22:15:29; 103; 60; 216.55; 210; 266; 375; 375;
22:15:29; 109; 17; 274.11764705882354; 271; 316; 317; 317;
22:15:30; 111; 2; 208.0; 216; 216; 216; 216;
22:15:30; 101; 80; 248.45; 246; 293; 332; 332;
22:15:30; 103; 62; 215.6290322580645; 210; 257; 289; 289;
22:15:30; 109; 2; 259.5; 264; 264; 264; 264;
22:15:31; 111; 4; 211.75; 216; 217; 217; 217;
22:15:31; 101; 54; 250.90740740740742; 244; 281; 363; 363;
22:15:31; 103; 44; 220.1818181818182; 211; 257; 492; 492;
22:15:31; 109; 4; 242.0; 249; 253; 253; 253;
22:15:32; 101; 49; 248.12244897959184; 245; 272; 368; 368;
22:15:32; 103; 51; 212.84313725490196; 210; 246; 332; 332;
22:15:33; 111; 2; 270.5; 285; 285; 285; 285;
22:15:33; 101; 52; 250.82692307692307; 247; 281; 350; 350;
22:15:33; 103; 65; 227.26153846153846; 211; 275; 529; 529;
22:15:33; 109; 3; 238.0; 236; 245; 245; 245;
22:15:34; 111; 2; 237.0; 258; 258; 258; 258;
22:15:34; 101; 57; 245.91228070175438; 242; 284; 323; 323;
22:15:34; 103; 59; 218.71186440677965; 213; 259; 316; 316;
22:15:34; 109; 2; 291.0; 333; 333; 333; 333;
22:15:35; 111; 1; 222.0; 222; 222; 222; 222;
22:15:35; 101; 56; 244.03571428571428; 247; 263; 299; 299;
22:15:35; 103; 56; 209.64285714285714; 208; 240; 329; 329;
22:15:35; 109; 1; 306.0; 306; 306; 306; 306;
22:15:36; 111; 1; 218.0; 218; 218; 218; 218;
22:15:36; 101; 51; 244.50980392156862; 242; 263; 341; 341;
22:15:36; 103; 48; 208.83333333333334; 210; 236; 289; 289;
22:15:36; 109; 1; 235.0; 235; 235; 235; 235;
22:15:37; 101; 52; 244.3846153846154; 243; 266; 297; 297;
22:15:37; 103; 49; 209.87755102040816; 209; 232; 302; 302;
22:15:18; 103; 1; 214.0; 214; 214; 214; 214;
22:15:38; 111; 3; 222.66666666666666; 220; 235; 235; 235;
22:15:38; 101; 46; 247.84782608695653; 243; 274; 350; 350;
22:15:38; 103; 44; 218.0681818181818; 212; 239; 492; 492;
22:15:38; 109; 3; 243.0; 241; 248; 248; 248;
22:15:39; 101; 42; 246.28571428571428; 248; 265; 289; 289;
22:15:39; 103; 36; 229.72222222222223; 212; 285; 423; 423;
22:15:40; 101; 39; 248.69230769230768; 242; 285; 451; 451;
22:15:40; 103; 36; 218.25; 213; 278; 325; 325;
22:15:41; 111; 1; 199.0; 199; 199; 199; 199;
22:15:41; 101; 44; 249.88636363636363; 248; 275; 329; 329;
22:15:41; 103; 49; 224.83673469387756; 209; 266; 515; 515;
22:15:41; 109; 1; 259.0; 259; 259; 259; 259;
22:15:42; 101; 36; 241.58333333333334; 242; 280; 306; 306;
22:15:42; 103; 33; 224.75757575757575; 213; 273; 334; 334;
22:15:43; 101; 44; 245.95454545454547; 243; 274; 337; 337;
22:15:43; 103; 46; 213.47826086956522; 209; 267; 313; 313;
22:15:44; 111; 14; 228.85714285714286; 228; 256; 329; 329;
22:15:44; 101; 60; 248.43333333333334; 245; 283; 372; 372;
22:15:44; 103; 52; 216.94230769230768; 210; 258; 325; 325;
22:15:44; 109; 15; 275.6666666666667; 261; 310; 324; 324;
22:15:45; 101; 46; 242.58695652173913; 243; 262; 327; 327;
22:15:45; 103; 47; 215.7872340425532; 210; 236; 455; 455;
22:15:46; 101; 44; 254.38636363636363; 249; 287; 395; 395;
22:15:46; 103; 50; 226.44; 213; 273; 492; 492;
22:15:47; 101; 48; 246.58333333333334; 245; 266; 375; 375;
22:15:47; 103; 46; 207.84782608695653; 210; 222; 281; 281;
22:15:47; 129; 1; 309.0; 309; 309; 309; 309;
22:15:48; 101; 66; 242.57575757575756; 241; 265; 318; 318;
22:15:48; 103; 56; 224.44642857142858; 214; 263; 407; 407;
22:15:49; 101; 43; 245.95348837209303; 244; 270; 309; 309;
22:15:49; 103; 36; 218.02777777777777; 211; 230; 507; 507;
22:15:50; 111; 1; 236.0; 236; 236; 236; 236;
22:15:50; 101; 49; 252.6326530612245; 245; 269; 662; 662;
22:15:50; 103; 51; 211.37254901960785; 212; 245; 280; 280;
22:15:50; 109; 2; 254.0; 256; 256; 256; 256;
22:15:51; 111; 1; 225.0; 225; 225; 225; 225;
22:15:51; 101; 43; 243.97674418604652; 244; 265; 308; 308;
22:15:51; 103; 39; 208.71794871794873; 211; 229; 281; 281;
22:15:51; 109; 1; 266.0; 266; 266; 266; 266;
22:15:52; 111; 2; 277.0; 295; 295; 295; 295;
22:15:52; 101; 44; 254.13636363636363; 246; 302; 359; 359;
22:15:52; 103; 55; 218.23636363636365; 211; 269; 328; 328;
22:15:52; 129; 1; 302.0; 302; 302; 302; 302;
22:15:52; 109; 1; 253.0; 253; 253; 253; 253;
22:15:53; 111; 4; 247.25; 242; 291; 291; 291;
22:15:53; 101; 40; 249.375; 243; 282; 302; 302;
22:15:53; 103; 39; 214.0; 212; 229; 285; 285;
22:15:53; 109; 3; 238.33333333333334; 239; 244; 244; 244;
22:15:54; 111; 1; 230.0; 230; 230; 230; 230;
22:15:54; 101; 59; 248.59322033898306; 246; 291; 352; 352;
22:15:54; 103; 55; 215.6727272727273; 213; 269; 334; 334;
22:15:54; 109; 2; 268.0; 280; 280; 280; 280;
22:15:55; 101; 62; 244.83870967741936; 243; 268; 380; 380;
22:15:55; 103; 59; 219.01694915254237; 211; 283; 329; 329;
22:15:55; 109; 1; 247.0; 247; 247; 247; 247;
22:15:56; 101; 56; 244.89285714285714; 245; 265; 339; 339;
22:15:56; 103; 48; 204.25; 209; 221; 256; 256;
22:15:57; 111; 3; 244.0; 218; 296; 296; 296;
22:15:57; 101; 47; 246.51063829787233; 245; 282; 304; 304;
22:15:57; 103; 46; 223.15217391304347; 213; 247; 524; 524;
22:15:57; 109; 2; 239.5; 242; 242; 242; 242;
22:15:58; 111; 2; 250.5; 277; 277; 277; 277;
22:15:58; 101; 38; 242.10526315789474; 241; 266; 277; 277;
22:15:58; 103; 32; 209.0; 209; 228; 262; 262;
22:15:58; 109; 3; 263.3333333333333; 237; 326; 326; 326;
22:15:59; 111; 20; 220.3; 214; 268; 323; 323;
22:15:59; 101; 53; 247.79245283018867; 242; 277; 332; 332;
22:15:59; 103; 64; 214.703125; 210; 247; 304; 304;
22:15:59; 109; 19; 273.42105263157896; 274; 315; 411; 411;
22:16:00; 101; 34; 249.44117647058823; 249; 285; 327; 327;
22:16:00; 103; 29; 212.55172413793105; 210; 249; 330; 330;
22:16:00; 109; 1; 253.0; 253; 253; 253; 253;
22:16:01; 101; 40; 242.4; 244; 267; 294; 294;
22:16:01; 103; 47; 215.08510638297872; 211; 250; 295; 295;
22:16:02; 111; 1; 224.0; 224; 224; 224; 224;
22:16:02; 101; 38; 244.76315789473685; 244; 265; 330; 330;
22:16:02; 103; 35; 215.0; 211; 261; 302; 302;
22:16:02; 109; 1; 253.0; 253; 253; 253; 253;
22:16:03; 101; 43; 248.2325581395349; 249; 272; 301; 301;
22:16:03; 103; 37; 209.8108108108108; 208; 220; 292; 292;
22:16:04; 101; 47; 246.7659574468085; 247; 268; 327; 327;
22:16:04; 103; 54; 207.74074074074073; 210; 225; 324; 324;
22:16:05; 111; 3; 250.66666666666666; 240; 288; 288; 288;
22:16:05; 101; 64; 244.296875; 247; 265; 271; 271;
22:16:05; 103; 50; 212.88; 211; 231; 290; 290;
22:16:05; 109; 3; 248.66666666666666; 243; 267; 267; 267;
22:16:06; 101; 47; 248.85106382978722; 247; 269; 303; 303;
22:16:06; 103; 43; 211.74418604651163; 212; 242; 267; 267;
22:16:07; 111; 8; 220.875; 222; 260; 260; 260;
22:16:07; 101; 49; 242.53061224489795; 240; 263; 329; 329;
22:16:07; 103; 51; 230.88235294117646; 214; 266; 524; 524;
22:16:07; 109; 5; 304.8; 308; 355; 355; 355;
22:16:08; 111; 3; 233.66666666666666; 236; 245; 245; 245;
22:16:08; 101; 68; 246.85294117647058; 247; 267; 304; 304;
22:16:08; 103; 72; 218.59722222222223; 211; 246; 398; 398;
22:16:08; 109; 2; 237.5; 239; 239; 239; 239;
22:16:09; 101; 42; 252.97619047619048; 247; 287; 352; 352;
22:16:09; 103; 44; 213.9090909090909; 211; 231; 309; 309;
22:16:10; 111; 8; 250.125; 247; 323; 323; 323;
22:16:10; 101; 60; 252.98333333333332; 246; 299; 321; 321;
22:16:10; 103; 62; 214.59677419354838; 212; 251; 296; 296;
22:16:10; 109; 10; 263.3; 254; 331; 331; 331;
22:16:11; 111; 2; 288.0; 311; 311; 311; 311;
22:16:11; 101; 56; 255.89285714285714; 251; 308; 375; 375;
22:16:11; 103; 58; 213.6206896551724; 211; 269; 331; 331;
22:16:11; 109; 3; 311.0; 286; 394; 394; 394;
22:16:12; 111; 2; 222.0; 224; 224; 224; 224;
22:16:12; 101; 43; 243.27906976744185; 240; 269; 321; 321;
22:16:12; 103; 40; 212.225; 212; 235; 243; 243;
22:16:12; 109; 1; 298.0; 298; 298; 298; 298;
22:16:13; 111; 1; 308.0; 308; 308; 308; 308;
22:16:13; 101; 50; 248.2; 243; 291; 326; 326;
22:16:13; 103; 53; 214.9811320754717; 212; 243; 332; 332;
22:16:13; 109; 1; 277.0; 277; 277; 277; 277;
22:16:14; 111; 14; 245.21428571428572; 253; 274; 276; 276;
22:16:14; 101; 55; 251.63636363636363; 243; 285; 417; 417;
22:16:14; 103; 52; 213.01923076923077; 212; 243; 280; 280;
22:16:14; 109; 14; 266.57142857142856; 259; 323; 329; 329;
22:16:15; 111; 11; 263.09090909090907; 279; 303; 305; 305;
22:16:15; 101; 54; 246.61111111111111; 244; 259; 460; 460;
22:16:15; 103; 49; 219.81632653061226; 211; 275; 382; 382;
22:16:15; 109; 12; 258.9166666666667; 252; 302; 327; 327;
22:16:16; 111; 4; 258.0; 278; 279; 279; 279;
22:16:16; 101; 50; 241.92; 241; 266; 299; 299;
22:16:16; 103; 50; 220.24; 212; 268; 378; 378;
22:16:16; 109; 4; 249.75; 254; 264; 264; 264;
22:16:17; 101; 43; 243.25581395348837; 244; 267; 373; 373;
22:16:17; 103; 45; 217.11111111111111; 211; 258; 286; 286;
22:16:18; 101; 53; 246.35849056603774; 244; 271; 293; 293;
22:16:18; 103; 55; 212.1090909090909; 210; 233; 273; 273;
22:16:19; 101; 55; 244.38181818181818; 242; 267; 302; 302;
22:16:19; 103; 48; 211.29166666666666; 209; 248; 288; 288;
22:16:20; 101; 62; 256.2258064516129; 246; 298; 364; 364;
22:16:20; 103; 65; 222.12307692307692; 211; 260; 423; 423;
22:16:21; 111; 3; 216.0; 218; 227; 227; 227;
22:16:21; 101; 55; 249.63636363636363; 244; 285; 315; 315;
22:16:21; 103; 62; 222.1451612903226; 214; 272; 416; 416;
22:16:21; 109; 3; 269.0; 250; 309; 309; 309;
22:16:22; 111; 1; 253.0; 253; 253; 253; 253;
22:16:22; 101; 49; 251.57142857142858; 246; 300; 325; 325;
22:16:22; 103; 45; 211.48888888888888; 209; 251; 278; 278;
22:16:22; 109; 1; 249.0; 249; 249; 249; 249;
22:16:23; 101; 46; 246.8695652173913; 245; 270; 310; 310;
22:16:23; 103; 47; 220.10638297872342; 211; 248; 486; 486;
22:16:24; 101; 45; 244.48888888888888; 243; 271; 342; 342;
22:16:24; 103; 44; 222.13636363636363; 211; 267; 493; 493;
22:16:25; 111; 2; 265.5; 277; 277; 277; 277;
22:16:25; 101; 61; 244.44262295081967; 243; 272; 305; 305;
22:16:25; 103; 65; 211.2153846153846; 208; 251; 292; 292;
22:16:25; 109; 2; 244.0; 247; 247; 247; 247;
22:16:26; 101; 67; 247.91044776119404; 244; 277; 326; 326;
22:16:26; 103; 76; 217.89473684210526; 209; 256; 538; 538;
22:16:27; 111; 1; 343.0; 343; 343; 343; 343;
22:16:27; 101; 47; 249.72340425531914; 245; 278; 316; 316;
22:16:27; 103; 44; 216.0; 214; 246; 283; 283;
22:16:28; 111; 1; 315.0; 315; 315; 315; 315;
22:16:28; 101; 46; 250.8913043478261; 249; 285; 301; 301;
22:16:28; 103; 42; 219.71428571428572; 212; 269; 423; 423;
22:16:28; 109; 2; 261.0; 271; 271; 271; 271;
22:16:29; 111; 15; 236.2; 239; 264; 333; 333;
22:16:29; 101; 48; 252.25; 246; 293; 330; 330;
22:16:29; 103; 46; 214.3913043478261; 212; 251; 330; 330;
22:16:29; 109; 15; 261.46666666666664; 253; 302; 304; 304;
22:16:30; 111; 1; 227.0; 227; 227; 227; 227;
22:16:30; 101; 35; 253.4; 245; 288; 320; 320;
22:16:30; 103; 34; 210.94117647058823; 211; 239; 275; 275;
22:16:30; 109; 1; 239.0; 239; 239; 239; 239;
22:16:31; 111; 1; 259.0; 259; 259; 259; 259;
22:16:31; 101; 40; 248.275; 247; 275; 341; 341;
22:16:31; 103; 38; 217.23684210526315; 213; 251; 328; 328;
22:16:31; 109; 1; 256.0; 256; 256; 256; 256;
22:16:32; 101; 43; 249.3953488372093; 247; 273; 319; 319;
22:16:32; 103; 42; 210.47619047619048; 211; 252; 282; 282;
22:16:32; 109; 1; 244.0; 244; 244; 244; 244;
22:16:33; 101; 48; 247.91666666666666; 247; 275; 302; 302;
22:16:33; 103; 41; 212.65853658536585; 210; 220; 298; 298;
22:16:34; 101; 50; 246.48; 246; 271; 294; 294;
22:16:34; 103; 46; 212.0; 210; 238; 253; 253;
22:16:34; 109; 1; 248.0; 248; 248; 248; 248;
22:16:35; 111; 1; 240.0; 240; 240; 240; 240;
22:16:35; 101; 34; 245.55882352941177; 243; 264; 331; 331;
22:16:35; 103; 30; 225.8; 215; 275; 286; 286;
22:16:36; 101; 42; 246.3095238095238; 246; 269; 338; 338;
22:16:36; 103; 41; 217.90243902439025; 212; 257; 290; 290;
22:16:37; 101; 45; 244.48888888888888; 246; 264; 301; 301;
22:16:37; 103; 44; 214.13636363636363; 212; 253; 336; 336;
22:16:38; 111; 22; 268.3636363636364; 268; 331; 452; 452;
22:16:38; 101; 60; 252.98333333333332; 247; 298; 331; 331;
22:16:38; 103; 84; 232.64285714285714; 221; 288; 372; 372;
22:16:38; 129; 3; 272.3333333333333; 261; 313; 313; 313;
22:16:38; 109; 18; 254.5; 252; 302; 304; 304;
22:16:39; 111; 8; 253.375; 249; 332; 332; 332;
22:16:39; 101; 66; 255.4090909090909; 248; 300; 376; 376;
22:16:39; 103; 66; 220.0; 211; 251; 467; 467;
22:16:39; 129; 1; 301.0; 301; 301; 301; 301;
22:16:39; 109; 11; 272.6363636363636; 254; 308; 332; 332;
22:16:40; 111; 3; 228.0; 218; 257; 257; 257;
22:16:40; 101; 40; 251.475; 249; 301; 375; 375;
22:16:40; 103; 35; 220.57142857142858; 214; 228; 411; 411;
22:16:40; 109; 5; 264.0; 258; 308; 308; 308;
22:16:41; 111; 2; 255.0; 285; 285; 285; 285;
22:16:41; 101; 42; 244.0; 246; 265; 307; 307;
22:16:41; 103; 41; 219.17073170731706; 213; 252; 276; 276;
22:16:41; 109; 3; 267.3333333333333; 263; 296; 296; 296;
22:16:42; 101; 38; 248.1578947368421; 247; 271; 294; 294;
22:16:42; 103; 42; 214.88095238095238; 211; 236; 303; 303;
22:16:42; 109; 2; 265.5; 278; 278; 278; 278;
22:16:43; 111; 1; 202.0; 202; 202; 202; 202;
22:16:43; 101; 42; 253.8095238095238; 252; 282; 332; 332;
22:16:43; 103; 38; 206.0; 209; 228; 248; 248;
22:16:43; 109; 1; 253.0; 253; 253; 253; 253;
22:16:44; 111; 14; 209.78571428571428; 200; 254; 255; 255;
22:16:44; 101; 58; 250.82758620689654; 244; 301; 359; 359;
22:16:44; 103; 57; 213.5438596491228; 207; 256; 327; 327;
22:16:44; 109; 16; 298.625; 284; 374; 427; 427;
22:16:45; 111; 1; 280.0; 280; 280; 280; 280;
22:16:45; 101; 46; 250.7826086956522; 243; 281; 352; 352;
22:16:45; 103; 47; 219.38297872340425; 211; 272; 357; 357;
22:16:46; 111; 1; 203.0; 203; 203; 203; 203;
22:16:46; 101; 49; 249.18367346938774; 244; 285; 399; 399;
22:16:46; 103; 54; 219.25925925925927; 211; 262; 462; 462;
22:16:46; 109; 2; 260.5; 263; 263; 263; 263;
22:16:47; 101; 44; 241.61363636363637; 240; 267; 303; 303;
22:16:47; 103; 46; 221.47826086956522; 212; 253; 493; 493;
22:16:47; 129; 1; 287.0; 287; 287; 287; 287;
22:16:48; 111; 3; 253.0; 234; 308; 308; 308;
22:16:48; 101; 42; 243.02380952380952; 244; 266; 302; 302;
22:16:48; 103; 37; 212.43243243243242; 211; 252; 346; 346;
22:16:48; 109; 2; 257.5; 268; 268; 268; 268;
22:16:49; 101; 38; 240.68421052631578; 239; 263; 329; 329;
22:16:49; 103; 36; 209.91666666666666; 211; 234; 274; 274;
22:16:49; 109; 1; 245.0; 245; 245; 245; 245;
22:16:50; 111; 1; 216.0; 216; 216; 216; 216;
22:16:50; 101; 61; 249.95081967213116; 253; 274; 306; 306;
22:16:50; 103; 83; 209.89156626506025; 209; 238; 300; 300;
22:16:51; 111; 2; 217.0; 220; 220; 220; 220;
22:16:51; 101; 60; 245.86666666666667; 246; 273; 324; 324;
22:16:51; 103; 56; 222.42857142857142; 215; 263; 403; 403;
22:16:51; 109; 2; 241.0; 250; 250; 250; 250;
22:16:52; 111; 1; 231.0; 231; 231; 231; 231;
22:16:52; 101; 40; 243.525; 243; 274; 311; 311;
22:16:52; 103; 40; 208.25; 211; 220; 249; 249;
22:16:52; 109; 2; 292.5; 347; 347; 347; 347;
22:16:53; 111; 5; 267.6; 260; 403; 403; 403;
22:16:53; 101; 46; 253.32608695652175; 252; 284; 327; 327;
22:16:53; 103; 38; 228.94736842105263; 215; 276; 509; 509;
22:16:53; 109; 6; 271.1666666666667; 279; 288; 288; 288;
22:16:54; 111; 3; 239.66666666666666; 222; 284; 284; 284;
22:16:54; 101; 39; 250.4102564102564; 250; 266; 386; 386;
22:16:54; 103; 39; 210.71794871794873; 211; 239; 268; 268;
22:16:54; 109; 4; 247.25; 249; 258; 258; 258;
22:16:55; 111; 3; 228.0; 215; 257; 257; 257;
22:16:55; 101; 46; 248.47826086956522; 248; 266; 309; 309;
22:16:55; 103; 49; 213.0408163265306; 209; 245; 389; 389;
22:16:55; 109; 3; 268.0; 246; 316; 316; 316;
22:16:56; 111; 2; 280.5; 294; 294; 294; 294;
22:16:56; 101; 52; 246.15384615384616; 246; 275; 302; 302;
22:16:56; 103; 61; 223.19672131147541; 217; 269; 305; 305;
22:16:56; 109; 2; 240.5; 242; 242; 242; 242;
22:16:57; 111; 4; 227.75; 236; 255; 255; 255;
22:16:57; 101; 57; 253.7719298245614; 247; 297; 356; 356;
22:16:57; 103; 53; 211.20754716981133; 214; 251; 275; 275;
22:16:57; 109; 5; 284.0; 266; 377; 377; 377;
22:16:58; 111; 1; 303.0; 303; 303; 303; 303;
22:16:58; 101; 45; 250.37777777777777; 245; 282; 329; 329;
22:16:58; 103; 40; 210.725; 211; 230; 335; 335;
22:16:58; 109; 1; 247.0; 247; 247; 247; 247;
22:16:59; 111; 14; 237.92857142857142; 242; 283; 288; 288;
22:16:59; 101; 44; 250.70454545454547; 246; 273; 352; 352;
22:16:59; 103; 43; 208.65116279069767; 209; 233; 283; 283;
22:16:59; 109; 14; 284.2142857142857; 287; 327; 378; 378;
22:17:00; 111; 1; 421.0; 421; 421; 421; 421;
22:17:00; 101; 41; 250.29268292682926; 247; 274; 330; 330;
22:17:00; 103; 39; 214.92307692307693; 212; 232; 329; 329;
22:17:00; 109; 2; 263.0; 278; 278; 278; 278;
22:17:01; 111; 2; 219.5; 220; 220; 220; 220;
22:17:01; 101; 48; 243.3125; 244; 266; 290; 290;
22:17:01; 103; 49; 212.0; 208; 244; 267; 267;
22:17:01; 109; 1; 298.0; 298; 298; 298; 298;
22:17:02; 111; 5; 235.0; 234; 281; 281; 281;
22:17:02; 101; 49; 246.9591836734694; 247; 281; 313; 313;
22:17:02; 103; 48; 215.33333333333334; 209; 255; 328; 328;
22:17:02; 109; 4; 268.0; 281; 283; 283; 283;
22:17:03; 101; 42; 245.33333333333334; 244; 268; 352; 352;
22:17:03; 103; 43; 217.53488372093022; 212; 253; 290; 290;
22:17:04; 101; 54; 246.16666666666666; 246; 262; 381; 381;
22:17:04; 103; 49; 227.71428571428572; 212; 274; 451; 451;
22:17:05; 111; 1; 233.0; 233; 233; 233; 233;
22:17:05; 101; 45; 240.3111111111111; 242; 263; 302; 302;
22:17:05; 103; 47; 212.10638297872342; 211; 228; 310; 310;
22:17:05; 109; 1; 259.0; 259; 259; 259; 259;
22:17:06; 111; 3; 216.66666666666666; 216; 223; 223; 223;
22:17:06; 101; 47; 241.4255319148936; 241; 268; 315; 315;
22:17:06; 103; 41; 213.17073170731706; 211; 231; 329; 329;
22:17:06; 109; 2; 265.0; 279; 279; 279; 279;
22:17:05; 103; 1; 211.0; 211; 211; 211; 211;
22:17:07; 111; 2; 223.5; 225; 225; 225; 225;
22:17:07; 101; 42; 248.4047619047619; 247; 283; 325; 325;
22:17:07; 103; 48; 220.47916666666666; 212; 258; 446; 446;
22:17:07; 109; 1; 262.0; 262; 262; 262; 262;
22:17:08; 101; 48; 239.27083333333334; 242; 261; 279; 279;
22:17:08; 103; 43; 222.86046511627907; 213; 257; 498; 498;
22:17:09; 101; 50; 247.7; 243; 287; 331; 331;
22:17:09; 103; 54; 218.87037037037038; 212; 255; 483; 483;
22:17:10; 111; 1; 207.0; 207; 207; 207; 207;
22:17:10; 101; 49; 248.51020408163265; 247; 288; 323; 323;
22:17:10; 103; 50; 211.9; 211; 251; 295; 295;
22:17:10; 109; 1; 246.0; 246; 246; 246; 246;
22:17:05; 101; 1; 293.0; 293; 293; 293; 293;
22:17:11; 111; 1; 214.0; 214; 214; 214; 214;
22:17:11; 101; 51; 250.33333333333334; 245; 287; 331; 331;
22:17:11; 103; 47; 218.80851063829786; 210; 267; 339; 339;
22:17:11; 109; 3; 292.0; 248; 381; 381; 381;
22:17:12; 101; 39; 250.43589743589743; 248; 285; 292; 292;
22:17:12; 103; 37; 207.6216216216216; 211; 227; 293; 293;
22:17:13; 111; 3; 220.0; 226; 232; 232; 232;
22:17:13; 101; 47; 249.4468085106383; 251; 269; 306; 306;
22:17:13; 103; 47; 218.08510638297872; 210; 263; 459; 459;
22:17:13; 109; 4; 253.5; 261; 269; 269; 269;
22:17:14; 111; 14; 226.28571428571428; 223; 255; 272; 272;
22:17:14; 101; 36; 250.33333333333334; 246; 266; 423; 423;
22:17:14; 103; 36; 203.66666666666666; 209; 220; 243; 243;
22:17:14; 109; 14; 279.07142857142856; 265; 330; 355; 355;
22:17:15; 101; 44; 246.20454545454547; 246; 274; 329; 329;
22:17:15; 103; 40; 219.125; 210; 264; 408; 408;
22:17:16; 111; 1; 218.0; 218; 218; 218; 218;
22:17:16; 101; 49; 243.3877551020408; 241; 271; 326; 326;
22:17:16; 103; 51; 216.62745098039215; 210; 255; 358; 358;
22:17:16; 109; 1; 239.0; 239; 239; 239; 239;
22:17:17; 101; 40; 240.525; 240; 265; 324; 324;
22:17:17; 103; 37; 213.13513513513513; 213; 249; 278; 278;
22:17:17; 109; 1; 260.0; 260; 260; 260; 260;
22:17:18; 111; 1; 220.0; 220; 220; 220; 220;
22:17:18; 101; 63; 247.26984126984127; 245; 271; 332; 332;
22:17:18; 103; 64; 213.421875; 210; 252; 301; 301;
22:17:18; 109; 1; 239.0; 239; 239; 239; 239;
22:17:19; 101; 43; 241.4418604651163; 242; 260; 294; 294;
22:17:19; 103; 41; 215.70731707317074; 213; 237; 329; 329;
22:17:20; 111; 5; 234.4; 229; 268; 268; 268;
22:17:20; 101; 54; 251.6851851851852; 245; 271; 576; 576;
22:17:20; 103; 78; 220.73076923076923; 212; 265; 534; 534;
22:17:20; 109; 4; 256.25; 258; 302; 302; 302;
22:17:21; 111; 2; 228.0; 229; 229; 229; 229;
22:17:21; 101; 65; 245.52307692307693; 246; 267; 306; 306;
22:17:21; 103; 58; 213.0344827586207; 211; 252; 276; 276;
22:17:21; 109; 2; 241.5; 245; 245; 245; 245;
22:17:22; 111; 3; 215.33333333333334; 217; 226; 226; 226;
22:17:22; 101; 49; 251.9387755102041; 246; 299; 373; 373;
22:17:22; 103; 44; 216.13636363636363; 214; 257; 319; 319;
22:17:22; 109; 3; 254.66666666666666; 263; 265; 265; 265;
22:17:23; 111; 1; 228.0; 228; 228; 228; 228;
22:17:23; 101; 61; 248.29508196721312; 245; 283; 327; 327;
22:17:23; 103; 62; 214.83870967741936; 209; 249; 393; 393;
